"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/101613-2521","25","28.500","13-12-2025","Kiralık Daire","1 +
                          1","50 m²","2
                        Yaşında","1. Kat","Tuncaydan Metro Metrobüse 12 Dk Eşyalı 1+1 Daire","İstanbul / Şişli / Kuştepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/tuncay-insaat-gayrimenkul-101613","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tuncay İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-fatih-sultan-mehmet-kiralik/mustakil-ev/3517-2470","15","13.000","24-02-2026","Kiralık Müstakil Ev","1 +
                          1","35 m²","Sıfır Bina","","Fsm. Mini 1+1 Stüdyo Müstakil Giriş","İstanbul / Sarıyer / Fatih Sultan Mehmet Mah.","https://www.hepsiemlak.com/emlak-ofisi/yazgan-emlak-3517","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yazgan Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-yahya-kahya-kiralik/daire/8496-4669","34","49.000","31-12-2025","Kiralık Daire","1 +
                          1","70 m²","3
                        Yaşında","4. Kat","Aynalıçeşme Caddesi Yeni Bina Manzaralı Yüksek Tavan Eşyalı 1+1","İstanbul / Beyoğlu / Yahya Kahya Mah.","https://www.hepsiemlak.com/emlak-ofisi/hatice-ercin-emlak-ofisi-8496","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hatice Erçin Emlak Ofisi","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/163465-63","1","30.000","26-02-2026","Kiralık Daire","3 +
                          1","150 m²","Sıfır Bina","21 ve üzeri","Ödül İstanbul'da Ebeveyn Banyolu Balkonlu 3+1","İstanbul / Esenyurt / Gökevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/68600-1570","4","75.000","31-12-2025","Kiralık Daire","4 +
                          1","190 m²","5
                        Yaşında","2. Kat","Kalekent'te Kiralık Full Peyzaj Cephe Lüks 4+1","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","https://www.hepsiemlak.com/emlak-ofisi/pamir-gayrimenkul-danismanlik-68600","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Pamir Gayrimenkul Danışmanlık","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-zeytinburnu-kazlicesme-kiralik/residence/6231-16270","20","120.000","21-02-2026","Kiralık Residence","2 +
                          1","161 m²","13
                        Yaşında","3. Kat","Onaltıdokuz İstanbul Evleri'nde Deniz Ve Bahçe Manzaralı Özel Tasarım Kiralık Daire","İstanbul / Zeytinburnu / Kazlıçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231/elif-kolankaya-1733671","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Space İstanbul Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elif
          Kolankaya"
"https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-kiralik/daire/119689-258","22","95.000","03-01-2026","Kiralık Daire","3 +
                          1","200 m²","45
                        Yaşında","2. Kat","Kilit Gayrimenkul'den Yeşilköy Yeşilyurt Arası 180 M2 Ara Kat","İstanbul / Bakırköy / Yeşilköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/kilit-gayrimenkul-119689","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kilit Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-kiralik/daire/27431-11467","27","75.000","15-12-2025","Kiralık Daire","4 +
                          1","170 m²","31
                        Yaşında","11. Kat","Erenköy Topbaş Sıtesınde 4+1 Kıralık Daıre","İstanbul / Kadıköy / Erenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sonuc-27431","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Sonuç","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-umraniye-tepeustu-kiralik/daire/6181-23813","36","31.000","30-01-2026","Kiralık Daire","2 +
                          1","80 m²","23
                        Yaşında","Bahçe Katı","Ümraniye'de Metroya Çok Yakın 2+1 Bahçe Katı","İstanbul / Ümraniye / Tepeüstü Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-beta-6181/hamra-telseren-3675972","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Beta","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Hamra
          Telseren"
"https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/villa/3995-27115","59","230.000","23-02-2026","Kiralık Villa","5 +
                          2","600 m²","16
                        Yaşında","Bahçe Katı","Çekmeköy Lalezar Konakları 5+2/600m2 Geniş Bahçeli Kiralık Villa","İstanbul / Çekmeköy / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-rekor-3995/ramazan-saltik-3995","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Rekor","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Ramazan
          Saltık"
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-21863","60","47.500","11-02-2026","Kiralık Daire","3 +
                          1","120 m²","8
                        Yaşında","4. Kat","Direct'ten Metro Ve Hılltown'a Yakın, Site İçi, Otoparklı 3+1","İstanbul / Maltepe / Aydınevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-yeni-kiralik/daire/121392-307","25","40.000","08-12-2025","Kiralık Daire","3 +
                          1","140 m²","23
                        Yaşında","2. Kat","Kiralik Daire  Sariyer Bahcekoy 3+1","İstanbul / Sarıyer / Bahçeköy Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/saglam-emlak-121392/hatice-saglam-2781021","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sağlam Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hatice
          Sağlam"
"https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/daire/1668-14054","24","62.000","08-01-2026","Kiralık Daire","2 +
                          1","110 m²","31
                        Yaşında","Kot 1","Nispetiye Mahallesi Birlik Sokak'ta Balkonlu Kiralık 2+1","İstanbul / Beşiktaş / Nisbetiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/premar-park-1668","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/6/1/0/0/083fc210-84d9-41b0-af04-c589091d77df.jpg","Premar Park","",""
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/10227-19804","15","35.000","04-03-2026","Kiralık Daire","3 +
                          2","150 m²","26
                        Yaşında","4. Kat","Merkezi Konum Trump Towers Arkası Kiralık Dubleks Daire","İstanbul / Şişli / Kuştepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-time-10227","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/2/2/0/1/0/39d32fed-1577-45c5-847d-8b12bde448cb.jpg","Remax Tıme","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-yenibosna-merkez-kiralik/residence/82957-7243","36","37.000","06-03-2026","Kiralık Residence","1 +
                          1","73 m²","11
                        Yaşında","11. Kat","Bahçelievler İstwest Kiralık 1+1 Ofis","İstanbul / Bahçelievler / Yenibosna Merkez Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/144752-312","22","24.000","04-01-2026","Kiralık Daire","2 +
                          1","102 m²","Sıfır Bina","21 ve üzeri","Ödül İstanbul Sitesinde Kiralık 2+1 Sıfır Hazır Daire","İstanbul / Esenyurt / Gökevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-pendik-kurtkoy-kiralik/daire/162096-141","19","26.500","07-01-2026","Kiralık Daire","1 +
                          1","59 m²","11
                        Yaşında","5. Kat","Esyalı Kıralık Metroya Yakın Daıre","İstanbul / Pendik / Kurtköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/alkanlar-emlak-insaat-162096","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Alkanlar Emlak İnşaat","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-fatih-aksemsettin-kiralik/daire/145859-271","25","19.000","05-02-2026","Kiralık Daire","2 +
                          1","75 m²","45
                        Yaşında","Ara Kat","Fiyat Düştü   Kiralık 4 Kat Daire","İstanbul / Fatih / Akşemsettin Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/163754-20","18","35.000","05-03-2026","Kiralık Daire","2 +
                          1","105 m²","6
                        Yaşında","2. Kat","Bahçeşehir Spradon Vadi Peyzaj Manzaralı 2+1 Kiralık Daıre","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-fatih-molla-gurani-kiralik/daire/110910-569","22","44.500","28-02-2026","Kiralık Daire","3 +
                          1","100 m²","26
                        Yaşında","2. Kat","Vatan Caddesinde 3+1 Historia Awm Karşısı Acil Kiralık Daire","İstanbul / Fatih / Molla Gürani Mah.","https://www.hepsiemlak.com/emlak-ofisi/ina-group-110910","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İna Group","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/163701-30","18","32.000","02-02-2026","Kiralık Daire","3 +
                          1","143 m²","6
                        Yaşında","1. Kat","Esenyurt İkiz Konaklarda Kiralık 3+1 Daire","İstanbul / Esenyurt / Gökevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/icanbuy-163701","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İcanbuy","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/daire/76885-661","35","25.000","25-12-2025","Kiralık Daire","2 +
                          1","95 m²","11
                        Yaşında","3. Kat","Güzelyurt Metrobüse 10 Dakika Yürüme 2+1 90m2 3.Kat Ferah Daire","İstanbul / Esenyurt / Güzelyurt Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/163301-24","40","80.000","28-01-2026","Kiralık Daire","4 +
                          1","245 m²","Sıfır Bina","2. Kat","Bahçeşehir Vadi Evleri 2.Etap 245 M2 4+1 Kiralık Lüks Konut","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-kayasehir-yasam-temsilciligi-163301","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turyap Kayaşehir Yaşam Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-hurriyet-kiralik/daire/41717-2980","40","15.000","12-02-2026","Kiralık Daire","4 +
                          1","200 m²","16
                        Yaşında","1. Kat","Çağlayan Da Erkeklere Özel Apart Ta Tek Kişilik Odalar","İstanbul / Kağıthane / Hürriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/67379-2223","44","18.000","28-01-2026","Kiralık Daire","1 +
                          1","45 m²","31
                        Yaşında","4. Kat","Seyidömer Mah.Çukurbostan Civarı 4.Kat 1+1 Eşyalı 18.000tl","İstanbul / Fatih / Seyyid Ömer Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-kiralik/daire/129117-110","6","23.000","04-02-2026","Kiralık Daire","1 +
                          1","30 m²","6
                        Yaşında","Giriş Katı","Balcı Emlaktan Dubleks Stüdyo Daire","İstanbul / Beyoğlu / Kamer Hatun Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/0-45808575","9","55.000","07-01-2026","Kiralık Daire","2 +
                          1","105 m²","20
                        Yaşında","2. Kat","Cihangir’in Kalbinde, Taşınmaya Hazır Full Eşyalı Kiralık 2+1","İstanbul / Beyoğlu / Cihangir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/7204-27422","12","30.749","30-01-2026","Kiralık Daire","1 +
                          1","65 m²","15
                        Yaşında","2. Kat","Bağlar Caddesi 1+1 Balkonlu Kiralık Daire","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-mujde-7204","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Müjde","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-umraniye-site-kiralik/daire/109249-852","24","65.000","23-01-2026","Kiralık Daire","3 +
                          0","110 m²","17
                        Yaşında","15. Kat","Soyak Palmiye Sitesi Yüksek Kat Kiralık 3+1 Daire","İstanbul / Ümraniye / Site Mah.","https://www.hepsiemlak.com/emlak-ofisi/afife-elbirlik-gayrimenkul-danismanlik-109249/afife-elbirlik-2272078","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Afife Elbirlik Gayrimenkul Danışmanlık","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Afife
          Elbirlik"
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/residence/7682-1973","34","170.000","28-02-2026","Kiralık Residence","2 +
                          1","140 m²","6
                        Yaşında","21 ve üzeri","Maslak Spine Tower Kiralık 2+1 2 Banyolu Muhteşem Daire","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/atalay-gayrimenkul-7682","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Atalay Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/95585-4806","15","35.000","28-02-2026","Kiralık Daire","2 +
                          1","70 m²","5
                        Yaşında","Giriş Katı","Levent-M.Köy Metro'ya 15 Dk Mesafede Full Sıfır Eşyalı 2+1 Daire","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/paranin-merkezi-gayrimenkul-95585/engin-yilmazturk-1992335","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Paranın Merkezi Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Engin
          Yılmaztürk"
"https://www.hepsiemlak.com/istanbul-arnavutkoy-anadolu-kiralik/daire/153508-110","13","21.000","22-12-2025","Kiralık Daire","2 +
                          1","88 m²","6
                        Yaşında","2. Kat","Anadolu Mh. 2+1 Ara Kat 80 Metre Kiralık Daire","İstanbul / Arnavutköy / Anadolu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/129971-816","18","39.000","03-03-2026","Kiralık Daire","1 +
                          1","60 m²","6
                        Yaşında","10. Kat","7 Tepe Üniversite Yani Yeditepe Loftta Deniz Manzaralı 1+1","İstanbul / Ataşehir / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-bulgurlu-kiralik/daire/120150-3692","41","35.000","28-02-2026","Kiralık Daire","2 +
                          1","85 m²","30
                        Yaşında","4. Kat","F-L Emlaktan Bulgurluda 2+1 4.Kat Faturalı Eşyalı Aile-Bekara","İstanbul / Üsküdar / Bulgurlu Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","F-l Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fatih
          Latif"
"https://www.hepsiemlak.com/istanbul-silivri-selimpasa-kiralik/daire/123472-112","9","22.000","10-02-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","Yüksek Giriş","Yoğurthanede Kiralık 2+1 Balkonlu Sıfır Kullanışlı Daire","İstanbul / Silivri / Selimpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/hal-insaat-emlak-123472","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hal İnşaat Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-mehmet-akif-kiralik/daire/128017-51","9","26.500","21-02-2026","Kiralık Daire","3 +
                          1","140 m²","21
                        Yaşında","3. Kat","Meydan Emlaktan Mehmet Akif Mah Karakol Yakını Kiralık Daire","İstanbul / Küçükçekmece / Mehmet Akif Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-talatpasa-kiralik/residence/88293-3107","19","42.000","25-02-2026","Kiralık Residence","1 +
                          1","55 m²","Sıfır Bina","12. Kat","Talatpaşa Mari E5 1+1 12. Kat Full Eşyalı Şık Lüx Kiralık Daire","İstanbul / Kağıthane / Talatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/yeni-hayat-emlak-88293/sema-beyaz-1745665","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/6/6/5/4/7/1/3a821ab8-8729-4511-8e17-685d0723ec65.jpg","Yeni Hayat Emlak","","Sema
          Beyaz"
"https://www.hepsiemlak.com/istanbul-beylikduzu-baris-kiralik/daire/103802-1954","13","35.000","09-01-2026","Kiralık Daire","1 +
                          1","80 m²","6
                        Yaşında","10. Kat","Beylikdüzü Makyol Yaşam 1+1 Kiralık Daire","İstanbul / Beylikdüzü / Barış Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-onko-103802","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/0/8/3/0/1/456c5ef7-f375-4fd9-873e-92fd799ea130.jpg","Coldwell Banker Onko","",""
"https://www.hepsiemlak.com/istanbul-atasehir-barbaros-kiralik/daire/36118-16376","29","56.000","03-03-2026","Kiralık Daire","1 +
                          1","72 m²","13
                        Yaşında","20. Kat","Ataşehir Ağaoğlu Andromeda Yeni Eşyalı 1+1 Kiralık Daire ( 201 )","İstanbul / Ataşehir / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-joker-36118","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/1/6/3/0/30481d84-8146-402a-ae41-9bed61014643.jpg","Remax Joker","",""
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/81240-12303","17","24.000","02-03-2026","Kiralık Daire","2 +
                          1","80 m²","31
                        Yaşında","Ara Kat","Çeliktepe'de,Metroya 5 Dk,1+1, Kiralık Daire , Artum'dan","İstanbul / Kağıthane / Çeliktepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kartal-yakacik-carsi-kiralik/daire/40658-22149","31","30.000","16-02-2026","Kiralık Daire","1 +
                          1","33 m²","50
                        Yaşında","Zemin","Suna Tabakçı'dan Kartal Yakacık Çarşı 1+1 Eşyalı Kiralık Daire","İstanbul / Kartal / Yakacık Çarşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658/suna-tabakci-bulgak-4060212","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Oluşum","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Suna
          Tabakçı Bulğak"
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/34250-2421","16","23.500","30-01-2026","Kiralık Daire","Stüdyo","20 m²","31
                        Yaşında","1. Kat","Tarihi Binada, Eşyalı, Kiralık Mutfaksız Stüdyo","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/72721-1997","31","46.000","26-01-2026","Kiralık Daire","3 +
                          1","150 m²","11
                        Yaşında","3. Kat","Akbatı Avm Karşısı Defne Blokları 3+1 Tadilatlı Daire","İstanbul / Esenyurt / Koza Mah.","https://www.hepsiemlak.com/emlak-ofisi/3-cadde-gayrimenkul-72721","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","3. Cadde Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/137669-543","35","30.000","28-02-2026","Kiralık Daire","2 +
                          1","80 m²","6
                        Yaşında","3. Kat","Çağlayan Mahallesinde Fırsat 3. Kat 80 M2 Temiz 2+1","İstanbul / Kağıthane / Çağlayan Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-137669/erdal-guven-3773553","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Safir Gayrimenkul","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Erdal
          Güven"
"https://www.hepsiemlak.com/istanbul-avcilar-mustafa-kemal-pasa-kiralik/daire/133162-806","15","30.000","30-12-2025","Kiralık Daire","1 +
                          1","70 m²","6
                        Yaşında","2. Kat","Avcılar Mustafa Kemal'de 1+1 Full Eşyalı Yeni Daire Kiralık","İstanbul / Avcılar / Mustafa Kemal Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/muslum-emlak-parseller-133162","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Müslüm Emlak Parseller","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elif
          Aydın"
"https://www.hepsiemlak.com/istanbul-beyoglu-sehit-muhtar-kiralik/daire/1863-1795","12","28.000","18-02-2026","Kiralık Daire","1 +
                          1","60 m²","30
                        Yaşında","2. Kat","İstiklal Caddesine 1 Dakika Yürüme Mesafesinde Eşyalı Temiz Aydınlık Kiralık Daire","İstanbul / Beyoğlu / Şehit Muhtar Mah.","https://www.hepsiemlak.com/emlak-ofisi/sahin-emlak-1863","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Şahin Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-fevzi-cakmak-kiralik/daire/34320-1189","13","51.000","18-02-2026","Kiralık Daire","2 +
                          1","135 m²","Sıfır Bina","2. Kat","Sega Life Projesinde Peyzaj Cephe Kapalı Mutfak 2+1 Kiralık","İstanbul / Küçükçekmece / Fevzi Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/real-house-gayrimenkul-34320/kaan-yilmaz-706547","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Real House Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kaan
          Yılmaz"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/151735-97","2","24.000","27-12-2025","Kiralık Daire","2 +
                          1","70 m²","15
                        Yaşında","Bahçe Katı","Gülbağ Üveyik Sokak - 24.000 Tl","İstanbul / Şişli / Gülbahar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kartal-hurriyet-kiralik/daire/23950-357","11","22.500","25-02-2026","Kiralık Daire","1 +
                          1","65 m²","26
                        Yaşında","6. Kat","4aylık Üzeri Eşyalı Daire Merkezde Ulaşımsüper Ebeşe Metroya Yürüme Herşey Elinizin Altındadır","İstanbul / Kartal / Hürriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
